type,source,english,chinese,comment
BOSS技能：シャドウ・ミュール（頭）,光＜破滅＞,,光＜破灭＞,単体物理攻撃
BOSS技能：シャドウ・ミュール（頭）,咆哮＜悲壮＞,,咆哮＜悲壮＞,素早さ低下＋状態異常解除
BOSS技能：シャドウ・ミュール,回魂＜輪廻＞,,回魂＜轮回＞,戦う部位が入れ替わる＋ＨＰ回復
BOSS技能：シャドウ・ミュール（腹）,奏鳴＜絶望＞,,奏鸣＜绝望＞,単体物理攻撃
BOSS技能：シャドウ・ミュール（腹）,破壊＜憤怒＞,,破坏＜愤怒＞,全体物理攻撃＋行動ゲージ減少
BOSS技能：シャドウ・ミュール（腹）,帰依＜忘却＞,,皈依＜忘却＞,全体防御無視攻撃＋呪い
BOSS技能：シャドウ・ミュール（腕）,爆砕＜零＞,,爆碎＜零＞,4 属性物理攻撃＋ランダム状態異常
BOSS技能：シャドウ・ミュール（腕）,爆砕＜単＞,,爆碎＜单＞,単体物理攻撃
BOSS技能：シャドウ・ミュール（腕）,爆砕＜復＞,,爆碎＜复＞,全体物理攻撃
BOSS技能：シャドウ・ミュール（腕）,吸引＜渇望＞,,吸引＜渴望＞,ＲＴのＭＰにダメージを与える
BOSS技能：ミュール,コワレタセカイ,,世灭,単体物理攻撃
BOSS技能：ミュール,オチテイクソラ,,天崩,全体物理攻撃（ＲＴもダメージ）
敌人技能（狃？类）,にょっ,,狃,https://singinghill.jtcat.com/misc/1682?entry=53217
敌人技能（狃？类）,だだをこねる,,撒娇,
敌人技能（狃？类）,回復するにょ,,恢复狃,
敌人技能（狃？类）,ごめんにょ,,对不起狃,
フラウト,ゲートアウト,,出门,
ボルド・レード,三日月斬り,,新月斩,
タスティエーラ,ゲートイン,,进门,
タスティエーラ,アビスマルゲート,,深渊之门,
タスティエーラ,ホーリーライト,,圣光,
タスティエーラ,噛み砕く,,咬碎,
スレイプニル,デモンブレス,,恶魔吐息,
スレイプニル,リミット解除,,解除限制,
技能（？）,大爆発,,大爆炸,
イカルガ,７０Ｍバルカン,,70米火神炮,
イカルガ,４連ミサイル,,4连导弹,
イカルガ,デスホバー,,死亡盘旋,
イカルガⅡ,１００Ｍバルカン,,100米火神炮,
イカルガⅡ,一斉掃射,,一齐扫射,
イカルガⅡ,フォトンスプレッド,,光子展开,
イカルガⅡ,デスギアー,,死亡齿轮,
イカルガⅡ,システム暴走,,系统失控,
ファルス司祭,エレミア・レイ,,埃雷米亚射线,
ファルス司祭,グラビディパニシュ,,重力处罚,
ＥＬＭＡ－Ⅰ,シャッターテイル,,快门之尾,
ＥＬＭＡ－Ⅰ,ニードルレイン,,针雨,
ＡＢＲ－γ,フレイムスプレー,,火焰射线,
ＡＢＲ－γ,ディープフリーズ,,深度冻结,
ＡＢＲ－γ,サンダーシャワー,,雷鸣射线,
ＡＢＲ－γ,マスタービット,,大师比特,
ＡＢＲ－γ,ダブルインパクト,,双重冲击,
ＡＢＲ－β,ロックキャノン,,锁定加农炮,
ＡＢＲ－β,リングビット,,响铃比特,
ＡＢＲ－β,ハイバスター,,高位破坏,
ＡＢＲ－α,イレイザーウェイブ,,消除波,
プロテクター,プラチナヒール,,铂制高跟,
ボルド（強化後）,スタンピード雷,,践踏·雷,
ボルド（強化後）,アースクラック雷,,地裂·雷,
技能（？）,りべんじ,,复仇,
技能（？）,リアクションテスト,,反应测试,
技能（ABR）,デリートモード,,删除模式,
技能（ABR）,ノーマルモード,,普通模式,
技能（ABR）,充填,,装填,
技能（ABR）,セーフモード,,安全模式,
技能（？）,あいのほうよう,,爱的拥抱,
技能（？）,３プラトン,,3柏拉图,
技能（？）,必殺の突っ張り,,必杀突手,
技能（？）,デュプリケイト,,复制,
技能（主角团）,ダイブスラッシュ,,冲刺斩击,
技能（主角团）,フルスタンプ,,全力劈斩,
技能（主角团）,インパルス,,冲击,
技能（主角团）,ダブルビート,,二连击,
技能（主角团）,ブレイクブレイド,,破灭之剑,
技能（主角团）,絆の盾,,牵绊之盾,
技能（主角团）,フォトンストーム,,光子风暴,
技能（主角团）,シングルショット,,单扫射,
技能（主角团）,ガトリングショット,,加特林扫射,
技能（主角团）,ガンファイア,,火焰枪,
技能（主角团）,フラッシュボム,,眩目光束,
技能（主角团）,トキシックボム,,毒害光束,
技能（主角团）,ナイトスコープ,,夜行衣,
技能（主角团）,うるとら・ごっつ・すげえ・ましんがん,,超级·无敌·犀利·机关枪,
技能（主角团）,チェーンスマッシュ,,链锯扣杀,
技能（主角团）,チェーンタックル,,链锯截击,
技能（主角团）,丸焼きバーナー,,烧烤燃烧器,
技能（主角团）,暴れノコ,,狂暴之子,
技能（主角团）,ファイナルスイッチ,,最终开关,
技能（主角团）,キュアタブレット,,治疗贴膏,
技能（主角团）,きりもみ丼落とし,,螺旋落网,
技能（主角团）,信念の一撃,,信念一击,
技能（主角团）,実直なる打撃,,忠诚打击,
技能（主角团）,神罰の雷,,神罚之雷,
技能（主角团）,永遠の雨,,永远之雨,
技能（主角团）,終焉の槍,,终焉之矛,
技能（主角团）,祝福の風,,祝福之风,
技能（主角团）,電刃雷華,,电刃雷华,
技能（主角团）,幻真無慚断,,幻真无愧断,
技能（主角团）,フェーディング,,消隐,
术语,精神世界,,精神世界,
术语,アンビエンスフィールド,Ambitions field,氛围场,
术语,ゲラス,grath,葛拉斯,
术语,コスモスフィア,Cosmosphere,自我领域,
术语,ストン,ston,石通,
术语,パラダイムシフト,Paradigm Shift,范式转移,
术语,パワード,enhance,强化,
术语,パージャ,Purger,清除器,
术语,リンカ,Linker,连接器,
术语,サスペンド,Suspend,休眠,
术语,リ・ネイション,Re=nation,重生,
术语,ヒュムネクリスタル,Hymn Crystal,休姆涅水晶,
术语,ヒュムネコード,Hymn Code,休姆涅暗码,
术语,ヒュムネブローチ,,休姆涅胸针,
自我领域术语,レベル,level,阶层,仅适用于自我领域
术语,導力プラグ,Symphonic Reactor,导力火花塞,
术语,導力ライン,Symphonic power line,导力线,
术语,精神基底周波数,Spirital Base Frequency,精神基础频率,
术语,エレミアの使徒,Elemia Apostle,埃雷米亚使徒,
术语,ヒュムノス語,Hymmnos language,休姆诺斯语,
术语,ヒュムノスエクストラクト,Hymmnos Extract,休姆诺斯展开,
术语,ヒュムノスワード,Hymmnos Word,休姆诺斯词句,
术语,ヒュムノススペル,Hymmnos Spell,休姆诺斯咒语,
术语,詩魔法,Song Magic,诗魔法,
术语,中核三角環,Core Triangular Ring,中核三角环,
术语,テル族,Teru Tribe,提鲁族,
术语,ランク,rank,阶级,
术语,リーフ,leaf,利夫,
术语,隔壁,Divide Wall,隔墙,
术语,グラスノインフェリア,Grathnode Inferia,葛拉斯诺焰爆,
术语,レーヴァテイル,Reyvateil,蕾瓦蒂尔,
术语,エレミア三謳神,Trio of Elemia,埃雷米亚三诗神,
术语,フォトングラス,Photon glass,光子镜面,
术语,グラスメルク,grathmeld,葛拉斯调合,
术语,隔壁ゲート,,隔墙闸门,
术语,バイナリ野,binary field,二进制域,
术语,バイナリ情報野,,二进制数据域,
用语,情報,,信息,
用语,溶解炉,,熔炉,
术语,仮想世界,,虚拟世界,
术语,赤魔法,,红魔法,
术语,青魔法,,蓝魔法,
术语,緑魔法,,绿魔法,
术语,インストールポイント,install point,安装点,
术语,フリップフロップ変换,,形态构析变换,
术语,ケーシー野,,KC域,
术语,レーヴァテリア,Reyvateilia,蕾瓦蒂利亚,
术语,メルク,Melder,调合/调合师/调合技师,
术语,再結晶化,,重结晶,
剧情术语,ワープゲート,,传送门,
定型文,レシピカード『xxx』を手に入れた！,Received the recipe card: [xxx]!,获得了配方卡：【xxx】！,
定型文,XXXが仲間になった！,xxx joined your party!,XXX成为同伴了！,
定型文,アイテムXXXを手に入れた！,Received [xxx]!,获得了物品XXX！,
OMAKE内容,カードコレクション,,集卡册,
OMAKE内容,レーヴァティル図鑑,,蕾瓦蒂尔图鉴,
OMAKE内容,ヒュムノスコンサート,,休姆诺斯音乐会,
OMAKE内容,グラスノ図鑑,,葛拉斯诺图鉴,
OMAKE内容,ギャラリー,,美术馆,
OMAKE内容,ムービー劇場,,动画剧场,
OMAKE内容,音楽堂,,音乐堂,
剧情道具,ハンカチ,,手帕,
剧情道具,ユーテリア破片,,尤特利亚碎片,
剧情道具,ユーテリア弦,,尤特利亚弦,
剧情道具,ユーラストリノ,,尤拉斯特利诺,
剧情道具,相転換サーキュラ,,转相环,
剧情道具,パワーシリンダー,,动力缸,
剧情道具,ＨＣパージャ,,HC清除器,
剧情道具,ＨＣリンカ,,HC连接器,
剧情道具,ＨＣハーモニウス,,HC共鸣,
剧情道具,ＨＣリ・ネイション,,HC重生,
剧情道具,ＦＦＴディバイダ,,FFT分频器,
剧情道具,アタマテカリア,Essence of Baldness,秃头精髓,
剧情道具,憎たらしい舌,Foul Mouth,被憎之舌,
剧情道具,先生の涙,Teacher's Tears,教师之泪,
剧情道具,ドンスケハイタ,Don Leon's Toothache,昙助的蛀牙,
剧情道具,メテオール,,流星炸弹,
剧情道具,星のかけら,,星之碎片,
剧情道具,メガフラム,,超级火焰炸弹,
物品名,ババンゴ,Babango,巴班勾,
物品名,モンダカバブー,Mondakabu,蒙达卡巴布,
物品名,モンダカバブー,Mondakababoo,蒙达卡巴布,
物品名,カラク,karak,卡拉克,
物品名,まもりみの指輪,,守护者指环,
物品名,飛空挺,airship,飞空艇,
服装名,スタンダート,Standard,标准,
服装名（欧莉卡）,スクワート,Skuwat,斯库瓦特,
服装名（欧莉卡）,天守聖衣,Holy Guardian,天守圣衣,
服装名（欧莉卡）,スクールデイズ,School Days,校园日常,
服装名（欧莉卡）,どんすけ,Don Leon,昙助,
服装名（欧莉卡）,バブルパッション,Bubble Passion,浴后激情,
服装名（欧莉卡）,ＳＥＬＡＰＨ,SERAPH,SERAPH,
服装名（欧莉卡）,ＬＩＬＩＭ,LILIM,LILIM,
服装名（欧莉卡）,セレモニー,Ceremony,仪式,
服装名（欧莉卡）,マルローネ,Marlone,玛洛娜,
服装名（弥纱）,マジカルシャワー,Magical Shower,魔法淋浴,
服装名（弥纱）,シープスイーツ,Sheep Sweets,绵羊甜心,
服装名（弥纱）,セーラーガール,Sailor Girl,水手少女,
服装名（弥纱）,点心爛漫,China Dress,点心烂漫,
服装名（弥纱）,Ｙ,Y,Y,
服装名（弥纱）,ＳＩＮＯＢＩ,SINOBI,SINOBI,
服装名（弥纱）,ＫＡＳＨＡ,KASHA,KASHA,
服装名（弥纱）,白無垢,White Kimono,白无垢,
服装名（弥纱）,エルフィール,Elfir,艾菲璐,
服装名（修蕾莉亚）,リンケージ,Linkage,连结,
服装名（修蕾莉亚）,コルセット,Corsette,束腰,
服装名（修蕾莉亚）,モネット,Monet,莫奈,
服装名（修蕾莉亚）,サマーブリーズ,Summer Breeze,夏日微风,
服装名（修蕾莉亚）,こんいろの水着,Blue Navy Swimsuit,藏蓝色泳装,
服装名（修蕾莉亚）,ＥＮＪＩＢ,ENJIB,ENJIB,
服装名（修蕾莉亚）,涼風彩々,Colorful Refreshing Breeze,凉风彩彩,
服装名（修蕾莉亚）,エンゲージ,Engagement,婚约,
服装名（修蕾莉亚）,リイタ,Lita,丽塔,
诗魔法（剧情）,クロニクルキー,,编年史之钥,
语素,結晶,,晶体,作名词时
语素,スクワート,,斯库瓦特,
语素,御子,,巫女,注意：仅用于“光之巫女”；其他情况请详细讨论
语素,スペクトラム,,频谱,
语素,ヒュムノス,,休姆诺斯,
语素,パラメノ,,帕拉梅诺,
用语,アルシエル,Ar Ciel,阿尔谢尔,
概念,ハレーション,halation,灵晕,
用语,エル・エレミア,,埃尔·埃雷米亚,
术语,ダイキリティ,Diquility,重静晶体,
设定bug - Hymmnos,RE/NATION,,RE=NATION,
材料,ＡＳＬ回路,ASL Circuit,ASL回路,
材料,Ｄ２細胞,D2 Cell,D2细胞,
材料,アカシクレコード,Akashic Record,阿卡夏记录,
材料,イオン板,Ion Board,彩音板,
材料,エアメタル,Airmetal,空气金属,
材料,カミナリキノコ,Thundershroom,雷蕈,
材料,くちばしの息吹,Beak Breath,鸟喙之息,
材料,くろコゲ根っこ,Burnt Root,焦黑之根,
材料,ジューシー肉,Juicy Meat,多汁肉,
材料,スクワートメタル,Skuwat Metal,斯库瓦特金属,
材料,すずなり草,Bunched Grass,铃串草,
材料,ソレイユストン,Soleil Stone,太阳石,
材料,ドラゴンのはね,Dragon Wing,龙翼,
材料,ドラゴンハート,Dragon Heart,龙心,
材料,にじのかけら,Rainbow Fragment,彩虹碎片,
材料,にょ？ギモ,Nyo? Guts,狃？杂,
材料,バキューム管,Vacuum Pipe,负压管,
材料,ぴかぴかの毛皮,Shiny Fur,闪亮的毛皮,
材料,フェベスの実,Seed of Phebes,费贝斯果,
材料,フォトン発振子,Photon Oscilliscope,光子振荡器,
材料,ほたる紙,Firefly Paper,萤火虫纸,
材料,ユーテリア,Yuteria,尤特利亚,
材料,白い石,White Stone,白石,
材料,唄石,Songstone,歌石,
材料,赤い石,Red Stone,红石,
材料,大きな歯車,Large Gear (Cog),大号齿轮,
材料,黒い石,Black Stone,黑石,
材料,黒の溶液,Dark Solution,黑色溶液,
材料,究極のサボテン,Ultimate Cactus,究极仙人掌,
材料,竜ヒレ,Dragon Fillet,龙菲力,
材料,青い石,Blue Stone,蓝石,
材料,鉄骨,Metal Frame,钢梁,
材料,小さな歯車,Small Gear (Cog),小号齿轮,
材料,最強のキバ,Ultimate Fang,最强的獠牙,
物品,オパールライス,Opal Rice,蛋白石稻米,
物品,かき氷,Shaved Ice,刨冰,
物品,かちわり氷,Flavored Ice,调味冰,
物品,ドッコイ定食,Dokkoi Set,超赞套餐,
物品,ねろねろソーダ,Droopy Soda,黏黏苏打水,
物品,フリーズドライ,Freeze Dry,冻干,
物品,みりん干し,Dried Fish,鱼干,
物品,メガミルク,Megamilk,特级牛奶,
物品,やきにく,BBQ,烤肉,
物品,レプリカホルン,Replica Horn,复制号角,
物品,地獄のやきにく,Hell's BBQ,地狱烤肉,
物品,猫飴,Kitty Candy,猫糖,
物品,銘菓オボンヌ,Funbun,名点欧邦努,
物品,炭火やきにく,Charbroiled BBQ,炭火烤肉,
道具（アルトレカ）,アルトレカ第一弾,Ar tonelicard 1,阿尔托涅利卡第一期,
道具（アルトレカ）,アルトレカ第二弾,Ar tonelicard 2,阿尔托涅利卡第二期,
道具（アルトレカ）,アルトレカ第三弾,Ar tonelicard 3,阿尔托涅利卡第三期,
道具（アルトレカ）,アルトレカ第四弾,Ar tonelicard 4,阿尔托涅利卡第四期,
道具（アルトレカ）,アルトレカ第五弾,Ar tonelicard 5,阿尔托涅利卡第五期,
道具（アルトレカ）,アルトレカ第六弾,Ar tonelicard 6,阿尔托涅利卡第六期,
道具（アルトレカ）,アルトレカ最終章,Ar tonelicard Final,阿尔托涅利卡最终章,
道具（アルトレカ）,アルトレカＳＰい,Ar tonelicard SP A,阿尔托涅利卡SP子,
道具（アルトレカ）,アルトレカＳＰろ,Ar tonelicard SP B,阿尔托涅利卡SP丑,
道具（アルトレカ）,アルトレカＳＰは,Ar tonelicard SP C,阿尔托涅利卡SP寅,
道具（アルトレカ）,アルトレカＳＰに,Ar tonelicard SP D,阿尔托涅利卡SP卯,
道具（アルトレカ）,アルトレカＳＰほ,Ar tonelicard SP E,阿尔托涅利卡SP辰,
道具（アルトレカ）,アルトレカＳＰへ,Ar tonelicard SP F,阿尔托涅利卡SP巳,
道具（アルトレカ）,アルトレカＳＰと,Ar tonelicard SP G,阿尔托涅利卡SP午,
道具（アルトレカ）,アルトレカＳＰち,Ar tonelicard SP H,阿尔托涅利卡SP未,
道具（アルトレカ）,アルトレカＳＰり,Ar tonelicard SP I,阿尔托涅利卡SP申,
道具（アルトレカ）,アルトレカＳＰぬ,Ar tonelicard SP J,阿尔托涅利卡SP酉,
道具（アルトレカ）,アルトレカＳＰる,Ar tonelicard SP K,阿尔托涅利卡SP戌,
道具（アルトレカ）,アルトレカＳＰを,Ar tonelicard SP L,阿尔托涅利卡SP亥,
装备：武器,イオニックソウ,Ionic Saw,离子锯,
装备：武器,オルゴーリョ,Orgorio,傲气,
装备：武器,グラスピア,Glaspear,葛拉斯矛,
装备：武器,ソニックバスター,Sonic Buster,音波斩裂者,
装备：武器,チェーンソウ,Chainsaw,链锯,
装备：武器,バスタードソード,Bastard Sword,变种剑,
装备：武器,ハルバード,Halberd,长戟,
装备：武器,ハンドガン,Handgun,手枪,
装备：武器,ブラストレイGⅢ,Blastray G 3,暴风之光GⅢ,
装备：武器,プラティコ,Platico,轻巧,
装备：武器,ユーテロイド,Yuteroid,尤特洛伊德,
装备：武器,レイチェル,Raychiel,蕾切尔,
装备：武器,疾風＆金剛,Gale & Emery,疾风＆金刚,
装备：武器,万神＆百鬼,Gods & Demons,万神＆百鬼,
装备：武器,焔炎＆清音,Flame & Sound,焰炎＆清音,
装备：防具,ＧＤＨ２０１,GDH201,ＧＤＨ２０１,
装备：防具,オボンヌＴシャツ,Funbun T-Shirt,欧邦努T恤,
装备：防具,グラミソール,Glamisole,吊带裙,
装备：防具,スターティアラ,Star Tiara,星冠,
装备：防具,ナイトスーツ,Knight Suit,骑士服,
装备：防具,ハルモニオン,Harmonion,谐调离子,
装备：防具,パワードアーマー,Powered Armor,动力装甲,
装备：防具,プラティノドレス,Platina Dress,普拉提纳礼裙,
装备：防具,ホワイトアーマー,White Armor,白色盔甲,
装备：防具,ライトネイヤ,Light Neiya,光明涅亚,
装备：防具,レーヴァリング,Reyvaring,蕾瓦指环,
装备：防具,白モモヒキ,White Tights,白色保暖裤,
装备：防具,高繊維マント,Enhanced Fiber Mantle,高纤维斗篷,
装备：防具,光学迷彩ローヴ,Optical Camo Robe,光学迷彩披风,
装备：防具,武者鎧,Samurai Armor,武士铠,
装备：防具,作業着,Overalls,工作服,
装备：防具（赠礼）,もんつきはかま,Decorated Hakama,纹付袴,
装备：防具（赠礼）,ほかほかセーター,Warm Sweater,暖烘烘毛衣,
装备：饰品,こっけいな服,Funny Clothing,奇怪的衣服,
装备：饰品,パラドクスアイ,Paradox Eye,悖论之眼,
装备：饰品,敗れた恋人の護り,Defeated Lover's Charm,失败恋人之护符,
装备：饰品,共振シールド箱,Resonance Shield Box,共振护盾箱,
装备：饰品（赠礼）,トポロジーリボン,Topology Ribbon,拓扑丝带,
装备：饰品（赠礼）,ソラのオルゴール,Sky's Musical Box,天空八音盒,
装备：饰品（赠礼）,天地のオカリナ,Ocarina of Heaven,天地陶笛,
装备：饰品（赠礼）,アリアの指輪,Ring of Aria,咏叹调指环,
葛拉斯诺晶体,詩１割増サービス,,诗歌附赠1成,
葛拉斯诺晶体,詩２割増サービス,,诗歌附赠2成,
葛拉斯诺晶体,詩２割増サービス,,诗歌附赠3成,
葛拉斯诺晶体,詩５割増サービス,,诗歌附赠5成,
葛拉斯诺晶体,詩出血大サービス！,,诗歌吐血大赠送！,
葛拉斯诺晶体,禁断のメロディ,,禁忌的旋律,
葛拉斯诺晶体,子守唄が流れる,,流淌的摇篮曲,
葛拉斯诺晶体,クサイ臭いで気絶！,,臭气昏厥！,
葛拉斯诺晶体,睡眠ガスが吹き出る,,喷出催眠气体,
葛拉斯诺晶体,毒をばらまく,,撒毒,
葛拉斯诺晶体,毒をイッパイまく,,大撒毒,
葛拉斯诺晶体,猛毒ガスが吹き出る,,喷出剧毒气体,
葛拉斯诺晶体,歌声にしびれる,,沉醉于歌声,
葛拉斯诺晶体,しびれ薬をばらまく,,撒出麻痹药,
葛拉斯诺晶体,超音波ヴォイス,,超声波,
葛拉斯诺晶体,恨み節,,嫌隙,
葛拉斯诺晶体,悪霊に呪われる,,恶灵诅咒,
葛拉斯诺晶体,怨念が世界を包む,,罩世恶怨,
葛拉斯诺晶体,目くらまし,,欺骗视觉,
葛拉斯诺晶体,フラッシュビーム,,眩目光束,
葛拉斯诺晶体,太陽が世界を照らす,,耀世烈阳,
葛拉斯诺晶体,足止めする,,阻碍移动,
葛拉斯诺晶体,動きをおくらせる,,延缓动作,
葛拉斯诺晶体,行動を止める,,阻碍行动,
葛拉斯诺晶体,衝撃の歌声,,冲击的歌声,
葛拉斯诺晶体,究極の拡声器,,究极扩音器,
葛拉斯诺晶体,炎追加並盛り,,增加小份火炎,
葛拉斯诺晶体,炎追加大盛り,,增加中份火炎,
葛拉斯诺晶体,炎追加特盛り,,增加大份火炎,
葛拉斯诺晶体,炎追加爆盛り,,增加特大份火炎,
葛拉斯诺晶体,激辛大音声,,火辣大喊声,
葛拉斯诺晶体,氷追加並盛り,,增加小份寒冰,
葛拉斯诺晶体,氷追加大盛り,,增加中份寒冰,
葛拉斯诺晶体,氷追加特盛り,,增加大份寒冰,
葛拉斯诺晶体,氷追加爆盛り,,增加特大份寒冰,
葛拉斯诺晶体,氷結大絶叫,,冻结大惨叫,
葛拉斯诺晶体,雷追加並盛り,,增加小份雷电,
葛拉斯诺晶体,雷追加大盛り,,增加中份雷电,
葛拉斯诺晶体,雷追加特盛り,,增加大份雷电,
葛拉斯诺晶体,雷追加爆盛り,,增加特大份雷电,
葛拉斯诺晶体,落雷大怒号,,落雷大怒吼,
葛拉斯诺晶体,風追加並盛り,,增加小份狂风,
葛拉斯诺晶体,風追加大盛り,,增加中份狂风,
葛拉斯诺晶体,風追加特盛り,,增加大份狂风,
葛拉斯诺晶体,風追加爆盛り,,增加特大份狂风,
葛拉斯诺晶体,旋風大暴吐,,旋风大狂喷,
葛拉斯诺晶体,ダメＭＰ還元・微,,伤害返还ＭＰ・微,
葛拉斯诺晶体,ダメＭＰ還元・弱,,伤害返还ＭＰ・弱,
葛拉斯诺晶体,ダメＭＰ還元・中,,伤害返还ＭＰ・中,
葛拉斯诺晶体,ダメＭＰ還元・強,,伤害返还ＭＰ・强,
葛拉斯诺晶体,リズムオブドレイン,,吸收的韵律,
葛拉斯诺晶体,ダメＨＰ分配・微,,伤害配予ＨＰ・微,
葛拉斯诺晶体,ダメＨＰ分配・弱,,伤害配予ＨＰ・弱,
葛拉斯诺晶体,ダメＨＰ分配・中,,伤害配予ＨＰ・中,
葛拉斯诺晶体,ダメＨＰ分配・強,,伤害配予ＨＰ・强,
葛拉斯诺晶体,ダメージコンバート,,伤害转换,
葛拉斯诺晶体,魔法効果複写×１,,复制魔法效果×1,
葛拉斯诺晶体,魔法効果複写×２,,复制魔法效果×2,
葛拉斯诺晶体,魔法効果複写×３,,复制魔法效果×3,
葛拉斯诺晶体,魔法効果複写×４,,复制魔法效果×4,
葛拉斯诺晶体,メロディアスエコー,,回响的旋律,
葛拉斯诺晶体,ねばねば成分混入,,混入黏性成分,
葛拉斯诺晶体,接着剤混入,,混入粘合剂,
葛拉斯诺晶体,強力接着剤混入,,混入强力粘合剂,
葛拉斯诺晶体,武器をなまくらに,,把武器变钝,
葛拉斯诺晶体,武器をさびさせる,,令武器生锈,
葛拉斯诺晶体,武器をプリンにする,,把武器变布丁,
葛拉斯诺晶体,武器をドロドロに,,融化武器,
葛拉斯诺晶体,武器ピコハン化！,,武器变玩具槌！,
葛拉斯诺晶体,防具をなまくらに,,把防具变钝,
葛拉斯诺晶体,防具をさびさせる,,令防具生锈,
葛拉斯诺晶体,防具をプリンにする,,把防具变布丁,
葛拉斯诺晶体,防具をドロドロに,,融化防具,
葛拉斯诺晶体,防具トーフ化！,,防具变豆腐！,
葛拉斯诺晶体,抜群のクリティカル,,超群的暴击,
葛拉斯诺晶体,脅威のクリティカル,,威胁的暴击,
葛拉斯诺晶体,会心のクリティカル,,会心的暴击,
葛拉斯诺晶体,必中のクリティカル,,必中的暴击,
葛拉斯诺晶体,Ｖ・インパクト,,Ｖ・冲击,
葛拉斯诺晶体,炎を苦手にする,,使不适应火炎,
葛拉斯诺晶体,炎を弱点にする,,使火炎成为弱点,
葛拉斯诺晶体,炎を天敵にする,,使火炎成为天敌,
葛拉斯诺晶体,風を苦手にする,,使不适应狂风,
葛拉斯诺晶体,風を弱点にする,,使狂风成为弱点,
葛拉斯诺晶体,風を天敵にする,,使狂风成为天敌,
葛拉斯诺晶体,氷を苦手にする,,使不适应寒冰,
葛拉斯诺晶体,氷を弱点にする,,使寒冰成为弱点,
葛拉斯诺晶体,氷を天敵にする,,使寒冰成为天敌,
葛拉斯诺晶体,雷を苦手にする,,使不适应怒雷,
葛拉斯诺晶体,雷を弱点にする,,使怒雷成为弱点,
葛拉斯诺晶体,雷を天敵にする,,使怒雷成为天敌,
葛拉斯诺晶体,全属性ダウン,,全属性下降,
葛拉斯诺晶体,全属性大ダウン,,全属性大下降,
葛拉斯诺晶体,Ｘアンレジスタブル,,Ｘ属性下降,
葛拉斯诺晶体,赤魔法負荷減少,,红魔法负荷减少,
葛拉斯诺晶体,赤魔法負荷軽減,,红魔法负荷减轻,
葛拉斯诺晶体,赤魔法負荷緩和,,红魔法负荷缓和,
葛拉斯诺晶体,赤魔法負荷大幅減,,红魔法负荷大减轻,
葛拉斯诺晶体,コスモルビー,,精神红宝石,
葛拉斯诺晶体,弾丸発射速度＋,,弹丸发射速度＋,
葛拉斯诺晶体,弾丸発射速度＋＋,,弹丸发射速度＋＋,
葛拉斯诺晶体,弾丸発射速度＋＋＋,,弹丸发射速度＋＋＋,
葛拉斯诺晶体,弾丸発射速度∞,,弹丸发射速度∞,
葛拉斯诺晶体,弾丸威力２倍,,弹丸威力2倍,
葛拉斯诺晶体,弾丸威力３倍,,弹丸威力3倍,
葛拉斯诺晶体,弾丸威力４倍,,弹丸威力4倍,
葛拉斯诺晶体,弾丸威力５倍,,弹丸威力5倍,
葛拉斯诺晶体,鋭さアップ,,提升利度,
葛拉斯诺晶体,切れ味アップ,,更加锋利,
葛拉斯诺晶体,鋭さグンバツ,,极其尖锐,
葛拉斯诺晶体,切れ味グンバツ,,极其锋利,
葛拉斯诺晶体,サイキョーの切れ味,,锋利至极,
葛拉斯诺晶体,ヤバすぎる切れ味,,锋利得恐怖,
葛拉斯诺晶体,そこそこの防御壁,,似有似无的防御壁,
葛拉斯诺晶体,まあまあな防御壁,,说得过去的防御壁,
葛拉斯诺晶体,なかなかの防御壁,,还算不错的防御壁,
葛拉斯诺晶体,さすがの防御壁,,绝佳的防御壁,
葛拉斯诺晶体,防御壁∞,,防御壁∞,
葛拉斯诺晶体,そこそこの結界,,似有似无的结界,
葛拉斯诺晶体,まあまあな結界,,说得过去的结界,
葛拉斯诺晶体,なかなかの結界,,还算不错的结界,
葛拉斯诺晶体,さすがの結界,,绝佳的结界,
葛拉斯诺晶体,結界∞,,结界∞,
葛拉斯诺晶体,ムキムキタフネス,,壮汉的坚韧,
葛拉斯诺晶体,マッチョタフネス,,男子汉的坚韧,
葛拉斯诺晶体,タフガイタフネス,,硬汉的坚韧,
葛拉斯诺晶体,アーニキタフネス,,老大的坚韧,
葛拉斯诺晶体,シロバラタフネス,,白蔷薇的坚韧,
葛拉斯诺晶体,アカバラタフネス,,红蔷薇的坚韧,
葛拉斯诺晶体,響きあう力,,回响之力,
葛拉斯诺晶体,共鳴する力,,共鸣之力,
葛拉斯诺晶体,ハーモニーサウンズ,,同调之声,
葛拉斯诺晶体,ガラスのアンプ,,琉璃增幅器,
葛拉斯诺晶体,ヒスイのアンプ,,翡翠增幅器,
葛拉斯诺晶体,コハクのアンプ,,琥珀增幅器,
葛拉斯诺晶体,水晶のアンプ,,水晶增幅器,
葛拉斯诺晶体,コズミックエコー,,宇宙的回音,
葛拉斯诺晶体,エターナルエコー,,永恒的回音,
葛拉斯诺晶体,毒無効化,,毒无效化,
葛拉斯诺晶体,眠り無効化,,睡眠无效化,
葛拉斯诺晶体,マヒ無効化,,麻痹无效化,
葛拉斯诺晶体,呪い無効化,,诅咒无效化,
葛拉斯诺晶体,暗闇無効化,,失明无效化,
葛拉斯诺晶体,攻撃力やや強化,,攻击力稍稍强化,
